,age,class_of_worker,detailed_industry_recode,detailed_occupation_recode,education,wage_per_hour,enroll_in_edu_inst_last_wk,marital_stat,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_a_labor_union,reason_for_unemployment,full_or_part_time_employment_stat,capital_gains,capital_losses,dividends_from_stocks,tax_filer_stat,region_of_previous_residence,state_of_previous_residence,detailed_household_and_family_stat,detailed_household_summary_in_household,instance_weight,migration_code_change_in_msa,migration_code-change_in_reg,migration_code-move_within_reg,live_in_this_house_1_year_ago,migration_prev_res_in_sunbelt,num_persons_worked_for_employer,family_members_under_18,country_of_birth_father,country_of_birth_mother,country_of_birth_self,citizenship,own_business_or_self_employed,fill_inc_questionnaire_for_veteran's_admin,veterans_benefits,weeks_worked_in_year,year,income_gt_50k,dataset_partition
1215,34,private,4,34,9,1050,not_in_universe,married-civilian_spouse_present,construction,precision_production_craft_&_repair,white,all_other,male,no,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,2463.85,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1216,84,not_in_universe,0,0,10,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,joint_both_65+,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,435.58,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,?,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1217,3,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,puerto_rican,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1239.05,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,puerto-rico,puerto-rico,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1218,11,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,grandchild_<18_never_marr_not_in_subfamily,other_relative_of_householder,1565.0,nonmover,nonmover,nonmover,yes,not_in_universe,0,neither_parent_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1219,68,not_in_universe,0,0,9,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,nonfamily_householder,householder,1413.63,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,?,?,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1220,37,self-employed-not_incorporated,32,18,13,0,not_in_universe,divorced,wholesale_trade,sales,white,all_other,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,secondary_individual,nonrelative_of_householder,2266.34,?,?,?,not_in_universe_under_1_year_old,?,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,yes,not_in_universe,no,40,2,0,training_set
1221,2,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,other_spanish,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1343.34,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,dominican-republic,dominican-republic,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1222,21,private,33,41,9,0,not_in_universe,never_married,retail_trade,handlers_equip_cleaners_etc,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,2031.63,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,no,not_in_universe,no,48,1,0,training_set
1223,42,self-employed-not_incorporated,32,2,10,0,not_in_universe,married-civilian_spouse_present,wholesale_trade,executive_admin_and_managerial,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1718.99,nonmover,nonmover,nonmover,yes,not_in_universe,1,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1224,75,not_in_universe,0,0,10,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,6143,joint_both_65+,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,679.34,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,?,?,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1225,16,not_in_universe,0,0,7,0,high_school,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1787.65,nonmover,nonmover,nonmover,yes,not_in_universe,0,mother_only_present,united-states,united-states,germany,native-_born_abroad_of_american_parent(s),not_in_universe,not_in_universe,no,0,1,0,training_set
1226,23,private,43,42,13,0,college_or_university,never_married,education,handlers_equip_cleaners_etc,asian_or_pacific_islander,all_other,female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,in_group_quarters,group_quarters-_secondary_individual,946.61,?,?,?,not_in_universe_under_1_year_old,?,5,not_in_universe,japan,japan,japan,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,40,2,0,training_set
1227,40,private,34,3,9,0,not_in_universe,married-civilian_spouse_present,finance_insurance_and_real_estate,executive_admin_and_managerial,white,all_other,female,no,not_in_universe,children_or_armed_forces,0,0,25,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2168.29,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1228,16,not_in_universe,0,0,5,0,college_or_university,never_married,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,2747.68,?,?,?,not_in_universe_under_1_year_old,?,0,father_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1229,55,private,24,36,7,0,not_in_universe,married-civilian_spouse_present,manufacturing-nondurable_goods,machine_operators_assmblrs_&_inspctrs,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,householder,householder,1846.07,nonmover,nonmover,nonmover,yes,not_in_universe,2,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1230,10,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,other,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,1488.59,?,?,?,not_in_universe_under_1_year_old,?,0,mother_only_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,2,0,training_set
1231,46,private,37,42,9,700,not_in_universe,never_married,business_and_repair_services,handlers_equip_cleaners_etc,white,all_other,male,yes,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,5593.55,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1232,29,private,29,26,13,0,not_in_universe,married-spouse_absent,transportation,adm_support_including_clerical,white,central_or_south_american,male,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,child_18+_ever_marr_not_in_a_subfamily,child_18_or_older,1355.1,?,?,?,not_in_universe_under_1_year_old,?,4,not_in_universe,dominican-republic,dominican-republic,dominican-republic,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,52,2,0,training_set
1233,19,private,33,41,10,525,college_or_university,never_married,retail_trade,handlers_equip_cleaners_etc,white,all_other,female,no,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,1570.36,?,?,?,not_in_universe_under_1_year_old,?,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,2,0,training_set
1234,78,not_in_universe,0,0,2,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,male,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_65+,not_in_universe,not_in_universe,householder,householder,1252.15,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,canada,canada,canada,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,0,1,0,training_set
1235,69,private,39,26,12,1000,not_in_universe,married-civilian_spouse_present,personal_services_except_private_hh,adm_support_including_clerical,black,all_other,female,no,not_in_universe,children_or_armed_forces,0,0,0,joint_both_65+,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,3854.61,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,40,1,0,training_set
1236,4,not_in_universe,0,0,0,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,asian_or_pacific_islander,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,5960.15,nonmover,nonmover,nonmover,yes,not_in_universe,0,both_parents_present,?,philippines,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,not_in_universe,0,1,0,training_set
1237,46,local_government,43,10,14,0,not_in_universe,married-civilian_spouse_present,education,professional_specialty,white,all_other,female,yes,not_in_universe,children_or_armed_forces,0,0,2500,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,1287.51,nonmover,nonmover,nonmover,yes,not_in_universe,6,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,40,1,1,training_set
1238,90,not_in_universe,0,0,4,0,not_in_universe,widowed,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,nonfiler,not_in_universe,not_in_universe,other_rel_18+_ever_marr_not_in_subfamily,other_relative_of_householder,2910.86,nonmover,nonmover,nonmover,yes,not_in_universe,0,not_in_universe,portugal,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,1,0,training_set
1239,74,not_in_universe,0,0,10,0,not_in_universe,married-civilian_spouse_present,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,householder,householder,1210.75,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1240,15,not_in_universe,0,0,4,0,not_in_universe,never_married,not_in_universe_or_children,not_in_universe,white,all_other,female,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_<18_never_marr_not_in_subfamily,child_under_18_never_married,3230.4,?,?,?,not_in_universe_under_1_year_old,?,0,both_parents_present,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,0,2,0,training_set
1241,33,private,45,3,10,0,not_in_universe,married-civilian_spouse_present,other_professional_services,executive_admin_and_managerial,white,all_other,female,not_in_universe,not_in_universe,children_or_armed_forces,0,0,0,joint_both_under_65,not_in_universe,not_in_universe,spouse_of_householder,spouse_of_householder,2130.69,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1242,50,private,37,31,3,0,not_in_universe,never_married,business_and_repair_services,other_service,other,mexican_(mexicano),female,not_in_universe,not_in_universe,full-time_schedules,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,879.02,?,?,?,not_in_universe_under_1_year_old,?,2,not_in_universe,mexico,mexico,mexico,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,52,2,0,training_set
1243,57,private,4,33,13,1800,not_in_universe,divorced,construction,precision_production_craft_&_repair,white,all_other,male,no,not_in_universe,children_or_armed_forces,0,0,0,single,not_in_universe,not_in_universe,nonfamily_householder,householder,252.86,nonmover,nonmover,nonmover,yes,not_in_universe,3,not_in_universe,united-states,united-states,united-states,native-_born_in_the_united_states,not_in_universe,not_in_universe,no,52,1,0,training_set
1244,19,not_in_universe,0,0,7,0,high_school,never_married,not_in_universe_or_children,not_in_universe,white,central_or_south_american,male,not_in_universe,not_in_universe,not_in_labor_force,0,0,0,nonfiler,not_in_universe,not_in_universe,child_18+_never_marr_not_in_a_subfamily,child_18_or_older,2821.7,?,?,?,not_in_universe_under_1_year_old,?,0,not_in_universe,peru,peru,peru,foreign_born-_not_a_citizen_of_u_s,not_in_universe,not_in_universe,no,0,2,0,training_set
